经度,纬度,区域,存量,日期,套均价,供应套数,供应面积,成交均价,成交套数,成交金额,成交面积,项目名称
120.872955322,32.0204207984,崇川区,-188,2016-02-01 00:00:00,639744,0,0,10184,3,1919231,188,宝隆花园
120.872955322,32.0204207984,崇川区,-122,2016-01-01 00:00:00,638449,0,0,10483,2,1276898,122,宝隆花园
120.872955322,32.0204207984,崇川区,-638,2015-12-01 00:00:00,828806,0,0,10391,8,6630448,638,宝隆花园
120.872955322,32.0204207984,崇川区,-806,2015-11-01 00:00:00,812759,0,0,10081,10,8127591,806,宝隆花园
120.872955322,32.0204207984,崇川区,-585,2015-10-01 00:00:00,780742,0,0,10684,8,6245939,585,宝隆花园
120.872955322,32.0204207984,崇川区,-738,2015-09-01 00:00:00,666950,0,0,10841,12,8003396,738,宝隆花园
120.872955322,32.0204207984,崇川区,-391,2015-08-01 00:00:00,641949,0,0,11498,7,4493643,391,宝隆花园
120.872955322,32.0204207984,崇川区,-848,2015-07-01 00:00:00,843737,0,0,10951,11,9281106,848,宝隆花园
120.872955322,32.0204207984,崇川区,-943,2015-06-01 00:00:00,839118,0,0,10680,12,10069420,943,宝隆花园
120.872955322,32.0204207984,崇川区,-1549,2015-05-01 00:00:00,801339,0,0,11383,22,17629456,1549,宝隆花园
120.872955322,32.0204207984,崇川区,-2524,2015-04-01 00:00:00,776000,0,0,10759,35,27160011,2524,宝隆花园
120.872955322,32.0204207984,崇川区,-167,2014-09-01 00:00:00,1915323,0,0,11469,1,1915323,167,宝隆花园
120.872955322,32.0204207984,崇川区,-167,2014-08-01 00:00:00,2010012,0,0,12036,1,2010012,167,宝隆花园
120.872955322,32.0204207984,崇川区,-110,2014-07-01 00:00:00,1279609,0,0,11654,1,1279609,110,宝隆花园
120.872955322,32.0204207984,崇川区,-167,2014-06-01 00:00:00,1985630,0,0,11890,1,1985630,167,宝隆花园
120.872955322,32.0204207984,崇川区,-167,2014-04-01 00:00:00,2068462,0,0,12386,1,2068462,167,宝隆花园
120.872955322,32.0204207984,崇川区,-239,2014-03-01 00:00:00,2836527,0,0,11847,1,2836527,239,宝隆花园
120.872955322,32.0204207984,崇川区,-167,2013-11-01 00:00:00,3320127,0,0,19881,1,3320127,167,宝隆花园
120.872955322,32.0204207984,崇川区,-131,2013-09-01 00:00:00,785520,0,0,12000,2,1571040,131,宝隆花园
120.872955322,32.0204207984,崇川区,-67,2013-08-01 00:00:00,810363,0,0,12050,1,810363,67,宝隆花园
120.872955322,32.0204207984,崇川区,-143,2013-07-01 00:00:00,895966,0,0,12505,2,1791932,143,宝隆花园
120.872955322,32.0204207984,崇川区,-67,2013-06-01 00:00:00,792825,0,0,11890,1,792825,67,宝隆花园
120.872955322,32.0204207984,崇川区,-232,2013-05-01 00:00:00,1465503,0,0,12650,2,2931005,232,宝隆花园
120.872955322,32.0204207984,崇川区,-303,2013-04-01 00:00:00,1898256,0,0,12521,2,3796512,303,宝隆花园
120.872955322,32.0204207984,崇川区,-438,2013-03-01 00:00:00,1376792,0,0,12570,4,5507168,438,宝隆花园
120.872955322,32.0204207984,崇川区,-116,2013-02-01 00:00:00,729437,0,0,12570,2,1458874,116,宝隆花园
120.872955322,32.0204207984,崇川区,-823,2013-01-01 00:00:00,1147490,0,0,12553,9,10327406,823,宝隆花园
120.83241,32.04205,港闸区,-298,2017-03-01 00:00:00,872083,0,0,8777,3,2616248,298,保利香槟国际
120.83241,32.04205,港闸区,-217,2016-12-01 00:00:00,901763,0,0,8309,2,1803526,217,保利香槟国际
120.83241,32.04205,港闸区,-743,2016-11-01 00:00:00,993161,0,0,8021,6,5958966,743,保利香槟国际
120.83241,32.04205,港闸区,-1277,2016-10-01 00:00:00,1010185,0,0,7911,10,10101849,1277,保利香槟国际
120.83241,32.04205,港闸区,-3284,2016-09-01 00:00:00,1119090,0,0,7837,23,25739080,3284,保利香槟国际
120.83241,32.04205,港闸区,-2091,2016-08-01 00:00:00,1078367,0,0,7737,15,16175512,2091,保利香槟国际
120.83241,32.04205,港闸区,-3879,2016-07-01 00:00:00,1070472,0,0,7726,28,29973224,3879,保利香槟国际
120.83241,32.04205,港闸区,-4426,2016-06-01 00:00:00,1040677,0,0,7524,32,33301675,4426,保利香槟国际
120.83241,32.04205,港闸区,-5133,2016-05-01 00:00:00,1032176,0,0,7440,37,38190519,5133,保利香槟国际
120.83241,32.04205,港闸区,-8342,2016-04-01 00:00:00,966893,0,0,7418,64,61881138,8342,保利香槟国际
120.83241,32.04205,港闸区,-10750,2016-03-01 00:00:00,949711,0,0,7421,84,79775685,10750,保利香槟国际
120.83241,32.04205,港闸区,-3995,2016-02-01 00:00:00,950848,0,0,7377,31,29476296,3995,保利香槟国际
120.83241,32.04205,港闸区,-4915,2016-01-01 00:00:00,988787,0,0,7243,36,35596315,4915,保利香槟国际
120.83241,32.04205,港闸区,-3810,2015-12-01 00:00:00,1102147,0,0,8100,28,30860125,3810,保利香槟国际
120.83241,32.04205,港闸区,-3531,2015-11-01 00:00:00,1056794,0,0,8081,27,28533451,3531,保利香槟国际
120.83241,32.04205,港闸区,-4580,2015-10-01 00:00:00,1087851,0,0,8075,34,36986918,4580,保利香槟国际
120.83241,32.04205,港闸区,-5675,2015-09-01 00:00:00,1072283,0,0,7935,42,45035895,5675,保利香槟国际
120.83241,32.04205,港闸区,-2625,2015-08-01 00:00:00,1030852,0,0,7854,20,20617045,2625,保利香槟国际
120.83241,32.04205,港闸区,-2026,2015-07-01 00:00:00,926263,0,0,7772,17,15746477,2026,保利香槟国际
120.83241,32.04205,港闸区,-2057,2015-06-01 00:00:00,986541,0,0,7673,16,15784658,2057,保利香槟国际
120.83241,32.04205,港闸区,-2860,2015-05-01 00:00:00,1070313,0,0,8234,22,23546880,2860,保利香槟国际
120.83241,32.04205,港闸区,-1435,2015-04-01 00:00:00,1000265,0,0,8362,12,12003181,1435,保利香槟国际
120.83241,32.04205,港闸区,-590,2015-03-01 00:00:00,976587,0,0,8278,5,4882934,590,保利香槟国际
120.83241,32.04205,港闸区,-393,2015-02-01 00:00:00,1111083,0,0,8482,3,3333249,393,保利香槟国际
120.83241,32.04205,港闸区,-1140,2015-01-01 00:00:00,1039029,0,0,8201,9,9351263,1140,保利香槟国际
120.83241,32.04205,港闸区,-875,2014-12-01 00:00:00,1060337,0,0,8479,7,7422361,875,保利香槟国际
120.83241,32.04205,港闸区,-503,2014-11-01 00:00:00,1061138,0,0,8431,4,4244554,503,保利香槟国际
120.83241,32.04205,港闸区,-3382,2014-10-01 00:00:00,1054884,0,0,8734,28,29536739,3382,保利香槟国际
120.83241,32.04205,港闸区,-377,2014-09-01 00:00:00,1077623,0,0,8576,3,3232868,377,保利香槟国际
120.83241,32.04205,港闸区,-869,2014-08-01 00:00:00,1064695,0,0,8574,7,7452866,869,保利香槟国际
120.83241,32.04205,港闸区,-1931,2014-07-01 00:00:00,1113209,0,0,8646,15,16698141,1931,保利香槟国际
120.83241,32.04205,港闸区,-2398,2014-06-01 00:00:00,1034136,0,0,8627,20,20682726,2398,保利香槟国际
120.83241,32.04205,港闸区,-1181,2014-05-01 00:00:00,1209935,0,0,9223,9,10889417,1181,保利香槟国际
120.83241,32.04205,港闸区,-2357,2014-04-01 00:00:00,1059113,0,0,8986,20,21182264,2357,保利香槟国际
120.83241,32.04205,港闸区,-2693,2014-03-01 00:00:00,1083775,0,0,8854,22,23843042,2693,保利香槟国际
120.83241,32.04205,港闸区,-3426,2014-02-01 00:00:00,1007367,0,0,8820,30,30221024,3426,保利香槟国际
120.83241,32.04205,港闸区,-1632,2014-01-01 00:00:00,959692,0,0,8820,15,14395387,1632,保利香槟国际
120.83241,32.04205,港闸区,-3368,2013-12-01 00:00:00,1081750,0,0,8992,28,30289012,3368,保利香槟国际
120.83241,32.04205,港闸区,-2886,2013-11-01 00:00:00,1081427,0,0,8992,24,25954239,2886,保利香槟国际
120.83241,32.04205,港闸区,-4727,2013-10-01 00:00:00,1055754,0,0,8934,40,42230166,4727,保利香槟国际
120.83241,32.04205,港闸区,-3025,2013-09-01 00:00:00,1041509,0,0,8951,26,27079224,3025,保利香槟国际
120.83241,32.04205,港闸区,-4476,2013-08-01 00:00:00,1077837,0,0,8910,37,39879953,4476,保利香槟国际
120.83241,32.04205,港闸区,-2544,2013-07-01 00:00:00,1033263,0,0,8934,22,22731784,2544,保利香槟国际
120.83241,32.04205,港闸区,-2449,2013-06-01 00:00:00,1093798,0,0,8931,20,21875967,2449,保利香槟国际
120.83241,32.04205,港闸区,-7122,2013-05-01 00:00:00,1027788,0,0,8803,61,62695081,7122,保利香槟国际
120.83241,32.04205,港闸区,67747,2013-04-01 00:00:00,1014317,596,73720,8491,50,50715837,5973,保利香槟国际
120.83241,32.04205,港闸区,-6823,2013-03-01 00:00:00,990424,0,0,8709,60,59425462,6823,保利香槟国际
120.83241,32.04205,港闸区,-2817,2013-02-01 00:00:00,974934,0,0,8651,25,24373361,2817,保利香槟国际
120.83241,32.04205,港闸区,-6852,2013-01-01 00:00:00,920315,0,0,8730,65,59820492,6852,保利香槟国际
120.86164,32.05556,港闸区,-240,2015-08-01 00:00:00,3716513,0,0,15470,1,3716513,240,北城一品
120.86164,32.05556,港闸区,-245,2015-02-01 00:00:00,3341407,0,0,13654,1,3341407,245,北城一品
120.86164,32.05556,港闸区,-245,2014-07-01 00:00:00,3824817,0,0,15630,1,3824817,245,北城一品
120.86164,32.05556,港闸区,-247,2014-06-01 00:00:00,3904941,0,0,15805,1,3904941,247,北城一品
120.86164,32.05556,港闸区,-491,2013-10-01 00:00:00,3899917,0,0,15889,2,7799834,491,北城一品
120.86164,32.05556,港闸区,-561,2013-02-01 00:00:00,2602936,0,0,18550,4,10411744,561,北城一品
120.95216,31.94137,经济技术开发区,-268,2017-11-01 00:00:00,1160140,0,0,8672,2,2320280,268,碧桂园
120.95216,31.94137,经济技术开发区,-1606,2017-08-01 00:00:00,6536978,0,0,20356,5,32684889,1606,碧桂园
120.95216,31.94137,经济技术开发区,-736,2017-07-01 00:00:00,7651564,0,0,20781,2,15303128,736,碧桂园
120.95216,31.94137,经济技术开发区,-586,2017-04-01 00:00:00,3727555,0,0,19068,3,11182664,586,碧桂园
120.95216,31.94137,经济技术开发区,-3564,2017-03-01 00:00:00,4701599,0,0,19786,15,70523987,3564,碧桂园
120.95216,31.94137,经济技术开发区,-755,2017-02-01 00:00:00,5115589,0,0,20322,3,15346768,755,碧桂园
120.95216,31.94137,经济技术开发区,-3174,2017-01-01 00:00:00,3892416,0,0,18398,15,58386240,3174,碧桂园
120.95216,31.94137,经济技术开发区,-2001,2016-12-01 00:00:00,3746474,0,0,16850,9,33718270,2001,碧桂园
120.95216,31.94137,经济技术开发区,-4612,2016-11-01 00:00:00,4824504,0,0,17783,17,82016571,4612,碧桂园
120.95216,31.94137,经济技术开发区,-6509,2016-10-01 00:00:00,1736657,0,0,10938,41,71202950,6509,碧桂园
120.95216,31.94137,经济技术开发区,-26030,2016-09-01 00:00:00,833987,0,0,6760,211,175971195,26030,碧桂园
120.95216,31.94137,经济技术开发区,-11845,2016-08-01 00:00:00,1051026,0,0,7719,87,91439267,11845,碧桂园
120.95216,31.94137,经济技术开发区,27585,2016-07-01 00:00:00,1126938,360,43574,8035,114,128470965,15989,碧桂园
120.95216,31.94137,经济技术开发区,-14383,2016-06-01 00:00:00,1033315,0,0,7184,100,103331482,14383,碧桂园
120.95216,31.94137,经济技术开发区,-15741,2016-05-01 00:00:00,931862,0,0,7045,119,110891637,15741,碧桂园
120.95216,31.94137,经济技术开发区,-16880,2016-04-01 00:00:00,1376086,0,0,9131,112,154121586,16880,碧桂园
120.95216,31.94137,经济技术开发区,-18732,2016-03-01 00:00:00,946924,0,0,6976,138,130675509,18732,碧桂园
120.95216,31.94137,经济技术开发区,-5739,2016-02-01 00:00:00,789473,0,0,6328,46,36315742,5739,碧桂园
120.95216,31.94137,经济技术开发区,-7134,2016-01-01 00:00:00,949829,0,0,6923,52,49391118,7134,碧桂园
120.95216,31.94137,经济技术开发区,-8078,2015-12-01 00:00:00,1551816,0,0,9029,47,72935331,8078,碧桂园
120.95216,31.94137,经济技术开发区,-5411,2015-11-01 00:00:00,947762,0,0,7181,41,38858248,5411,碧桂园
120.95216,31.94137,经济技术开发区,53814,2015-10-01 00:00:00,962881,452,62099,7206,62,59698635,8285,碧桂园
120.95216,31.94137,经济技术开发区,6372,2015-09-01 00:00:00,676825,44,11741,5925,47,31810761,5369,碧桂园
120.95216,31.94137,经济技术开发区,-12478,2015-08-01 00:00:00,1032956,0,0,7202,87,89867144,12478,碧桂园
120.95216,31.94137,经济技术开发区,-8951,2015-07-01 00:00:00,793479,0,0,6205,70,55543524,8951,碧桂园
120.95216,31.94137,经济技术开发区,155,2015-06-01 00:00:00,1037470,55,6848,6820,44,45648662,6693,碧桂园
120.95216,31.94137,经济技术开发区,-11058,2015-05-01 00:00:00,714121,0,0,6070,94,67127353,11058,碧桂园
120.95216,31.94137,经济技术开发区,263,2015-04-01 00:00:00,1254491,34,8707,9211,62,77778452,8444,碧桂园
120.95216,31.94137,经济技术开发区,-17380,2015-03-01 00:00:00,990995,0,0,7526,132,130811358,17380,碧桂园
120.95216,31.94137,经济技术开发区,85654,2015-02-01 00:00:00,1057922,660,88159,8024,19,20100522,2505,碧桂园
120.95216,31.94137,经济技术开发区,-130,2015-01-01 00:00:00,722108,0,0,5547,1,722108,130,碧桂园
120.95216,31.94137,经济技术开发区,-5115,2014-12-01 00:00:00,860444,0,0,6898,41,35278195,5115,碧桂园
120.95216,31.94137,经济技术开发区,-2381,2014-11-01 00:00:00,660833,0,0,5551,20,13216653,2381,碧桂园
120.95216,31.94137,经济技术开发区,-6863,2014-10-01 00:00:00,1065883,0,0,7921,51,54360012,6863,碧桂园
120.95216,31.94137,经济技术开发区,-4927,2014-09-01 00:00:00,810954,0,0,7077,43,34871038,4927,碧桂园
120.95216,31.94137,经济技术开发区,-5446,2014-08-01 00:00:00,929297,0,0,7850,46,42747673,5446,碧桂园
120.95216,31.94137,经济技术开发区,-5702,2014-07-01 00:00:00,919331,0,0,7255,45,41369886,5702,碧桂园
120.95216,31.94137,经济技术开发区,-2600,2014-06-01 00:00:00,1035104,0,0,8361,21,21737177,2600,碧桂园
120.95216,31.94137,经济技术开发区,-8122,2014-05-01 00:00:00,983952,0,0,7996,66,64940804,8122,碧桂园
120.95216,31.94137,经济技术开发区,-22162,2014-04-01 00:00:00,986814,0,0,8149,183,180587036,22162,碧桂园
120.95216,31.94137,经济技术开发区,-19979,2014-03-01 00:00:00,770455,0,0,7211,187,144075022,19979,碧桂园
120.95216,31.94137,经济技术开发区,-25135,2014-02-01 00:00:00,1081369,0,0,8690,202,218436620,25135,碧桂园
120.95216,31.94137,经济技术开发区,132776,2014-01-01 00:00:00,699062,1418,170835,6245,340,237680953,38059,碧桂园
120.95216,31.94137,经济技术开发区,3570,2013-12-01 00:00:00,0,14,3570,0,0,0,0,碧桂园
120.92251,31.98812,崇川区,-143,2017-06-01 00:00:00,2394284,0,0,16762,1,2394284,143,碧桂园翡翠华府
120.92251,31.98812,崇川区,-144,2017-05-01 00:00:00,2363803,0,0,16421,1,2363803,144,碧桂园翡翠华府
120.92251,31.98812,崇川区,-843,2017-03-01 00:00:00,2296394,0,0,16341,6,13778363,843,碧桂园翡翠华府
120.92251,31.98812,崇川区,-9150,2017-02-01 00:00:00,2335057,72,10282,16343,136,317567781,19432,碧桂园翡翠华府
120.92251,31.98812,崇川区,10279,2017-01-01 00:00:00,0,72,10279,0,0,0,0,碧桂园翡翠华府
121.00368,31.84,经济技术开发区,-1693,2018-02-01 00:00:00,956956,0,0,7912,14,13397390,1693,滨江丽都桥语
121.00368,31.84,经济技术开发区,-8253,2018-01-01 00:00:00,915740,0,0,7878,71,65017528,8253,滨江丽都桥语
121.00368,31.84,经济技术开发区,54068,2017-12-01 00:00:00,0,436,54068,0,0,0,0,滨江丽都桥语
121.00368,31.84,经济技术开发区,-241,2017-11-01 00:00:00,1899539,0,0,7877,1,1899539,241,滨江丽都桥语
121.00368,31.84,经济技术开发区,-143,2017-09-01 00:00:00,1052469,0,0,7344,1,1052469,143,滨江丽都桥语
121.00368,31.84,经济技术开发区,-1049,2017-08-01 00:00:00,840506,0,0,7211,9,7564555,1049,滨江丽都桥语
121.00368,31.84,经济技术开发区,-559,2017-07-01 00:00:00,834155,0,0,7455,5,4170774,559,滨江丽都桥语
121.00368,31.84,经济技术开发区,-7860,2017-06-01 00:00:00,853008,0,0,7272,67,57151558,7860,滨江丽都桥语
121.00368,31.84,经济技术开发区,-40557,2017-05-01 00:00:00,764398,0,0,6540,347,265246009,40557,滨江丽都桥语
121.00368,31.84,经济技术开发区,43940,2017-04-01 00:00:00,1023951,418,47897,5952,23,23550883,3957,滨江丽都桥语
121.00368,31.84,经济技术开发区,-4440,2017-03-01 00:00:00,924816,0,0,6041,29,26819662,4440,滨江丽都桥语
121.00368,31.84,经济技术开发区,-1555,2017-02-01 00:00:00,830671,0,0,5877,11,9137379,1555,滨江丽都桥语
121.00368,31.84,经济技术开发区,-1348,2017-01-01 00:00:00,708952,0,0,5787,11,7798473,1348,滨江丽都桥语
121.00368,31.84,经济技术开发区,-12930,2016-12-01 00:00:00,678433,0,0,6034,115,78019840,12930,滨江丽都桥语
121.00368,31.84,经济技术开发区,-15354,2016-11-01 00:00:00,602519,0,0,5768,147,88570275,15354,滨江丽都桥语
121.00368,31.84,经济技术开发区,42081,2016-10-01 00:00:00,0,348,42081,0,0,0,0,滨江丽都桥语
120.87281,32.00232,崇川区,-232,2018-02-01 00:00:00,6721390,0,0,28989,1,6721390,232,藏珑
120.87281,32.00232,崇川区,-208,2017-11-01 00:00:00,6016668,0,0,28911,1,6016668,208,藏珑
120.87281,32.00232,崇川区,-639,2017-10-01 00:00:00,9202037,0,0,28782,2,18404074,639,藏珑
120.87281,32.00232,崇川区,-258,2017-07-01 00:00:00,6613056,0,0,25632,1,6613056,258,藏珑
120.87281,32.00232,崇川区,-853,2017-04-01 00:00:00,5304274,0,0,24876,4,21217095,853,藏珑
120.87281,32.00232,崇川区,-408,2017-03-01 00:00:00,11271348,0,0,27655,1,11271348,408,藏珑
120.87281,32.00232,崇川区,-937,2017-01-01 00:00:00,8881116,0,0,28427,3,26643347,937,藏珑
120.87281,32.00232,崇川区,-815,2016-11-01 00:00:00,9423834,0,0,23122,2,18847667,815,藏珑
120.87281,32.00232,崇川区,-820,2016-10-01 00:00:00,10933060,0,0,26651,2,21866121,820,藏珑
120.87281,32.00232,崇川区,-815,2016-08-01 00:00:00,11515890,0,0,28255,2,23031781,815,藏珑
120.87281,32.00232,崇川区,-327,2016-07-01 00:00:00,3834244,0,0,23421,2,7668488,327,藏珑
120.87281,32.00232,崇川区,-815,2016-06-01 00:00:00,10415248,0,0,25555,2,20830495,815,藏珑
120.87281,32.00232,崇川区,-408,2016-05-01 00:00:00,10369804,0,0,25443,1,10369804,408,藏珑
120.87281,32.00232,崇川区,-989,2016-04-01 00:00:00,5681647,0,0,22974,4,22726588,989,藏珑
120.87281,32.00232,崇川区,-566,2015-11-01 00:00:00,6874218,0,0,24312,2,13748436,566,藏珑
120.87281,32.00232,崇川区,-298,2015-07-01 00:00:00,7183475,0,0,24121,1,7183475,298,藏珑
120.87281,32.00232,崇川区,-254,2015-06-01 00:00:00,6815892,0,0,26811,1,6815892,254,藏珑
120.87281,32.00232,崇川区,-408,2015-03-01 00:00:00,10876821,0,0,26687,1,10876821,408,藏珑
120.87281,32.00232,崇川区,-298,2015-01-01 00:00:00,7756461,0,0,26045,1,7756461,298,藏珑
120.87281,32.00232,崇川区,-254,2014-12-01 00:00:00,6610483,0,0,26003,1,6610483,254,藏珑
120.87281,32.00232,崇川区,-566,2014-09-01 00:00:00,6978393,0,0,24680,2,13956787,566,藏珑
120.87281,32.00232,崇川区,-254,2014-07-01 00:00:00,6712679,0,0,26405,1,6712679,254,藏珑
120.87281,32.00232,崇川区,-639,2014-04-01 00:00:00,8468931,0,0,26489,2,16937861,639,藏珑
120.87281,32.00232,崇川区,-232,2014-03-01 00:00:00,6373136,0,0,27487,1,6373136,232,藏珑
120.87281,32.00232,崇川区,-753,2014-01-01 00:00:00,10301788,0,0,27350,2,20603576,753,藏珑
120.87281,32.00232,崇川区,-254,2013-11-01 00:00:00,6736830,0,0,26500,1,6736830,254,藏珑
120.87281,32.00232,崇川区,-565,2013-10-01 00:00:00,7746391,0,0,27400,2,15492782,565,藏珑
120.87281,32.00232,崇川区,-298,2013-07-01 00:00:00,8070651,0,0,27100,1,8070651,298,藏珑
120.87281,32.00232,崇川区,-311,2013-04-01 00:00:00,8466816,0,0,27200,1,8466816,311,藏珑
120.87281,32.00232,崇川区,-408,2013-03-01 00:00:00,11085904,0,0,27200,1,11085904,408,藏珑
120.87483,31.99693,崇川区,-349,2017-12-01 00:00:00,13205551,0,0,37822,1,13205551,349,城山隐
120.87483,31.99693,崇川区,-129,2017-11-01 00:00:00,2987559,0,0,23111,1,2987559,129,城山隐
120.87483,31.99693,崇川区,-220,2017-08-01 00:00:00,4183253,0,0,18982,1,4183253,220,城山隐
120.87483,31.99693,崇川区,-759,2017-06-01 00:00:00,4021552,0,0,26506,5,20107758,759,城山隐
120.87483,31.99693,崇川区,-354,2017-05-01 00:00:00,1992231,0,0,16875,3,5976692,354,城山隐
120.87483,31.99693,崇川区,-984,2017-04-01 00:00:00,1915321,0,0,17524,9,17237887,984,城山隐
120.87483,31.99693,崇川区,-455,2017-03-01 00:00:00,2631295,0,0,17355,3,7893884,455,城山隐
120.87483,31.99693,崇川区,-455,2017-02-01 00:00:00,1882230,0,0,16562,4,7528920,455,城山隐
120.87483,31.99693,崇川区,-880,2017-01-01 00:00:00,3266849,0,0,22282,6,19601092,880,城山隐
120.87483,31.99693,崇川区,-734,2016-12-01 00:00:00,1928267,0,0,15758,6,11569603,734,城山隐
120.87483,31.99693,崇川区,-2084,2016-11-01 00:00:00,2186505,0,0,15741,15,32797573,2084,城山隐
120.87483,31.99693,崇川区,-14362,2016-10-01 00:00:00,2424938,0,0,17391,103,249768596,14362,城山隐
120.87483,31.99693,崇川区,9619,2016-01-01 00:00:00,0,61,9619,0,0,0,0,城山隐
120.87483,31.99693,崇川区,10983,2015-12-01 00:00:00,0,66,10983,0,0,0,0,城山隐
120.87483,31.99693,崇川区,7846,2015-10-01 00:00:00,0,56,7846,0,0,0,0,城山隐
120.872590542,31.986074918,崇川区,-719,2018-01-01 00:00:00,3286632,0,0,18273,4,13146528,719,城市嘉苑
120.872590542,31.986074918,崇川区,-1431,2017-11-01 00:00:00,3292027,0,0,18410,8,26336217,1431,城市嘉苑
120.872590542,31.986074918,崇川区,-1174,2017-10-01 00:00:00,4389434,0,0,22433,6,26336605,1174,城市嘉苑
120.872590542,31.986074918,崇川区,-334,2017-09-01 00:00:00,1891409,0,0,17014,3,5674228,334,城市嘉苑
120.872590542,31.986074918,崇川区,-2328,2017-08-01 00:00:00,3784403,0,0,19509,12,45412837,2328,城市嘉苑
120.872590542,31.986074918,崇川区,-1790,2017-07-01 00:00:00,4077259,0,0,18226,8,32618075,1790,城市嘉苑
120.872590542,31.986074918,崇川区,-2542,2017-06-01 00:00:00,2534792,0,0,16951,17,43091466,2542,城市嘉苑
120.872590542,31.986074918,崇川区,-5198,2017-05-01 00:00:00,2601794,0,0,17520,35,91062774,5198,城市嘉苑
120.872590542,31.986074918,崇川区,-3384,2017-04-01 00:00:00,2175165,0,0,16714,26,56554295,3384,城市嘉苑
120.872590542,31.986074918,崇川区,-6784,2017-03-01 00:00:00,3002956,0,0,17263,39,117115293,6784,城市嘉苑
120.872590542,31.986074918,崇川区,-2675,2017-02-01 00:00:00,3617468,0,0,16227,12,43409617,2675,城市嘉苑
120.872590542,31.986074918,崇川区,26378,2017-01-01 00:00:00,2955010,216,29467,16264,17,50235163,3089,城市嘉苑
120.872590542,31.986074918,崇川区,-4108,2016-12-01 00:00:00,3002390,0,0,15348,21,63050189,4108,城市嘉苑
120.872590542,31.986074918,崇川区,-5091,2016-11-01 00:00:00,2382120,0,0,13569,29,69081492,5091,城市嘉苑
120.872590542,31.986074918,崇川区,-7524,2016-10-01 00:00:00,2706949,0,0,14392,40,108277948,7524,城市嘉苑
120.872590542,31.986074918,崇川区,-3415,2016-09-01 00:00:00,2196983,0,0,12866,20,43939651,3415,城市嘉苑
120.872590542,31.986074918,崇川区,-1199,2016-08-01 00:00:00,2448597,0,0,14295,7,17140176,1199,城市嘉苑
120.872590542,31.986074918,崇川区,-1854,2016-07-01 00:00:00,2079584,0,0,12340,11,22875420,1854,城市嘉苑
120.872590542,31.986074918,崇川区,-1982,2016-06-01 00:00:00,2364290,0,0,14313,12,28371475,1982,城市嘉苑
120.872590542,31.986074918,崇川区,-2031,2016-05-01 00:00:00,2592496,0,0,15314,12,31109955,2031,城市嘉苑
120.872590542,31.986074918,崇川区,-3169,2016-04-01 00:00:00,2832822,0,0,15196,17,48157968,3169,城市嘉苑
120.872590542,31.986074918,崇川区,-2796,2016-03-01 00:00:00,2556214,0,0,14630,16,40899418,2796,城市嘉苑
120.872590542,31.986074918,崇川区,-479,2016-02-01 00:00:00,2369318,0,0,14824,3,7107954,479,城市嘉苑
120.872590542,31.986074918,崇川区,-2864,2016-01-01 00:00:00,2816621,0,0,15736,16,45065941,2864,城市嘉苑
120.872590542,31.986074918,崇川区,-1523,2015-12-01 00:00:00,2012268,0,0,13215,10,20122681,1523,城市嘉苑
120.872590542,31.986074918,崇川区,-846,2015-11-01 00:00:00,5448535,0,0,19325,3,16345606,846,城市嘉苑
120.872590542,31.986074918,崇川区,-923,2015-10-01 00:00:00,3241816,0,0,17554,5,16209078,923,城市嘉苑
120.872590542,31.986074918,崇川区,-1164,2015-09-01 00:00:00,3393200,0,0,17493,6,20359198,1164,城市嘉苑
120.872590542,31.986074918,崇川区,-721,2015-08-01 00:00:00,3616131,0,0,15054,3,10848394,721,城市嘉苑
120.872590542,31.986074918,崇川区,-677,2015-07-01 00:00:00,2512483,0,0,14856,4,10049933,677,城市嘉苑
120.872590542,31.986074918,崇川区,-808,2015-06-01 00:00:00,2183163,0,0,13509,5,10915814,808,城市嘉苑
120.872590542,31.986074918,崇川区,-493,2015-05-01 00:00:00,4351279,0,0,17639,2,8702558,493,城市嘉苑
120.872590542,31.986074918,崇川区,-662,2015-04-01 00:00:00,2106696,0,0,12731,4,8426785,662,城市嘉苑
120.872590542,31.986074918,崇川区,-389,2015-03-01 00:00:00,1549382,0,0,11961,3,4648147,389,城市嘉苑
120.872590542,31.986074918,崇川区,26734,2015-02-01 00:00:00,1475541,138,27114,11639,3,4426623,380,城市嘉苑
120.872590542,31.986074918,崇川区,-125,2015-01-01 00:00:00,1471709,0,0,11802,1,1471709,125,城市嘉苑
120.872590542,31.986074918,崇川区,29028,2014-12-01 00:00:00,3713968,144,30009,18921,5,18569841,981,城市嘉苑
120.872590542,31.986074918,崇川区,-587,2014-11-01 00:00:00,4713588,0,0,16048,2,9427176,587,城市嘉苑
120.872590542,31.986074918,崇川区,-1355,2014-10-01 00:00:00,2890008,0,0,14928,7,20230056,1355,城市嘉苑
120.872590542,31.986074918,崇川区,-625,2014-09-01 00:00:00,3285174,0,0,15773,3,9855521,625,城市嘉苑
120.872590542,31.986074918,崇川区,-131,2014-08-01 00:00:00,1596218,0,0,12225,1,1596218,131,城市嘉苑
120.872590542,31.986074918,崇川区,-328,2014-07-01 00:00:00,8429574,0,0,25678,1,8429574,328,城市嘉苑
120.872590542,31.986074918,崇川区,-646,2014-06-01 00:00:00,5585647,0,0,17304,2,11171295,646,城市嘉苑
