经度,纬度,区域,存量,日期,套均价,供应套数,供应面积,成交均价,成交套数,成交金额,成交面积,项目名称
120.92074,31.99864,崇川区,-4542,2017-04-01 00:00:00,2044106,0,0,10350,23,47014434,4542,帝奥世伦名郡
120.92074,31.99864,崇川区,-1142,2017-03-01 00:00:00,1447644,0,0,10140,8,11581148,1142,帝奥世伦名郡
120.92074,31.99864,崇川区,-505,2017-02-01 00:00:00,1641417,0,0,9752,3,4924251,505,帝奥世伦名郡
120.92074,31.99864,崇川区,-195,2017-01-01 00:00:00,1817953,0,0,9342,1,1817953,195,帝奥世伦名郡
120.92074,31.99864,崇川区,-3600,2016-12-01 00:00:00,1654252,0,0,9650,21,34739294,3600,帝奥世伦名郡
120.92074,31.99864,崇川区,-337,2016-11-01 00:00:00,1479064,0,0,8773,2,2958127,337,帝奥世伦名郡
120.92074,31.99864,崇川区,-1568,2016-10-01 00:00:00,1423487,0,0,8172,9,12811385,1568,帝奥世伦名郡
120.92074,31.99864,崇川区,-668,2016-09-01 00:00:00,1314538,0,0,7876,4,5258151,668,帝奥世伦名郡
120.92074,31.99864,崇川区,-382,2016-08-01 00:00:00,1063287,0,0,8353,3,3189861,382,帝奥世伦名郡
120.92074,31.99864,崇川区,-865,2016-07-01 00:00:00,2258667,0,0,10449,4,9034669,865,帝奥世伦名郡
120.92074,31.99864,崇川区,-2561,2016-06-01 00:00:00,1177430,0,0,7815,17,20016308,2561,帝奥世伦名郡
120.92074,31.99864,崇川区,-4492,2016-05-01 00:00:00,1065330,0,0,7827,33,35155900,4492,帝奥世伦名郡
120.92074,31.99864,崇川区,-5531,2016-04-01 00:00:00,1102934,0,0,8176,41,45220288,5531,帝奥世伦名郡
120.92074,31.99864,崇川区,-9156,2016-03-01 00:00:00,1016493,0,0,7661,69,70138037,9156,帝奥世伦名郡
120.92074,31.99864,崇川区,-3621,2016-02-01 00:00:00,1138921,0,0,8177,26,29611951,3621,帝奥世伦名郡
120.92074,31.99864,崇川区,-3297,2016-01-01 00:00:00,1166186,0,0,8134,23,26822268,3297,帝奥世伦名郡
120.92074,31.99864,崇川区,-1971,2015-12-01 00:00:00,940509,0,0,7635,16,15048150,1971,帝奥世伦名郡
120.92074,31.99864,崇川区,-3295,2015-11-01 00:00:00,1168867,0,0,8160,23,26883944,3295,帝奥世伦名郡
120.92074,31.99864,崇川区,-5881,2015-10-01 00:00:00,974735,0,0,7956,48,46787276,5881,帝奥世伦名郡
120.92074,31.99864,崇川区,-3947,2015-09-01 00:00:00,1014317,0,0,7709,30,30429518,3947,帝奥世伦名郡
120.92074,31.99864,崇川区,-2649,2015-08-01 00:00:00,984549,0,0,7806,21,20675532,2649,帝奥世伦名郡
120.92074,31.99864,崇川区,-1841,2015-07-01 00:00:00,952045,0,0,7757,15,14280676,1841,帝奥世伦名郡
120.92074,31.99864,崇川区,-3608,2015-06-01 00:00:00,963298,0,0,7742,29,27935650,3608,帝奥世伦名郡
120.92074,31.99864,崇川区,-4297,2015-05-01 00:00:00,991244,0,0,7843,34,33702281,4297,帝奥世伦名郡
120.92074,31.99864,崇川区,-2947,2015-04-01 00:00:00,967249,0,0,7877,24,23213969,2947,帝奥世伦名郡
120.92074,31.99864,崇川区,-4498,2015-03-01 00:00:00,1063317,0,0,8511,36,38279400,4498,帝奥世伦名郡
120.92074,31.99864,崇川区,-2982,2015-02-01 00:00:00,1128372,0,0,8704,23,25952557,2982,帝奥世伦名郡
120.92074,31.99864,崇川区,-2806,2015-01-01 00:00:00,1224394,0,0,9162,21,25712279,2806,帝奥世伦名郡
120.92074,31.99864,崇川区,-5226,2014-12-01 00:00:00,1083747,0,0,8294,40,43349888,5226,帝奥世伦名郡
120.92074,31.99864,崇川区,-4000,2014-11-01 00:00:00,1147916,0,0,9182,32,36733328,4000,帝奥世伦名郡
120.92074,31.99864,崇川区,-4852,2014-10-01 00:00:00,967614,0,0,7977,40,38704563,4852,帝奥世伦名郡
120.92074,31.99864,崇川区,-1364,2014-09-01 00:00:00,1003316,0,0,8093,11,11036474,1364,帝奥世伦名郡
120.92074,31.99864,崇川区,-3204,2014-08-01 00:00:00,971437,0,0,7882,26,25257368,3204,帝奥世伦名郡
120.92074,31.99864,崇川区,-803,2014-07-01 00:00:00,779804,0,0,7769,8,6238432,803,帝奥世伦名郡
120.92074,31.99864,崇川区,2761,2014-06-01 00:00:00,956472,18,4547,8570,16,15303557,1786,帝奥世伦名郡
120.92074,31.99864,崇川区,-5004,2014-05-01 00:00:00,1557174,0,0,9025,29,45158040,5004,帝奥世伦名郡
120.92074,31.99864,崇川区,-1794,2014-04-01 00:00:00,1033082,0,0,8638,15,15496234,1794,帝奥世伦名郡
120.92074,31.99864,崇川区,-5246,2014-03-01 00:00:00,958051,0,0,8035,44,42154237,5246,帝奥世伦名郡
120.92074,31.99864,崇川区,-1692,2014-02-01 00:00:00,1010805,0,0,7765,13,13140460,1692,帝奥世伦名郡
120.92074,31.99864,崇川区,-3244,2014-01-01 00:00:00,911902,0,0,7872,28,25533250,3244,帝奥世伦名郡
120.92074,31.99864,崇川区,26689,2013-12-01 00:00:00,936270,240,30004,8472,30,28088114,3315,帝奥世伦名郡
120.92074,31.99864,崇川区,-4057,2013-11-01 00:00:00,992173,0,0,8316,34,33733875,4057,帝奥世伦名郡
120.92074,31.99864,崇川区,-4149,2013-10-01 00:00:00,971292,0,0,8429,36,34966498,4149,帝奥世伦名郡
120.92074,31.99864,崇川区,-2223,2013-09-01 00:00:00,1065422,0,0,8628,18,19177601,2223,帝奥世伦名郡
120.92074,31.99864,崇川区,43266,2013-08-01 00:00:00,1244068,380,45836,9680,20,24881370,2570,帝奥世伦名郡
120.92074,31.99864,崇川区,-2338,2013-07-01 00:00:00,1010606,0,0,8646,20,20212110,2338,帝奥世伦名郡
120.92074,31.99864,崇川区,-2462,2013-06-01 00:00:00,963913,0,0,8612,22,21206089,2462,帝奥世伦名郡
120.92074,31.99864,崇川区,-3639,2013-05-01 00:00:00,932623,0,0,8457,33,30776549,3639,帝奥世伦名郡
120.92074,31.99864,崇川区,-3081,2013-04-01 00:00:00,1021971,0,0,8624,26,26571234,3081,帝奥世伦名郡
120.92074,31.99864,崇川区,-10261,2013-03-01 00:00:00,1062772,0,0,8701,84,89272884,10261,帝奥世伦名郡
120.92074,31.99864,崇川区,-2069,2013-02-01 00:00:00,1049348,0,0,8624,17,17838916,2069,帝奥世伦名郡
120.92074,31.99864,崇川区,-7933,2013-01-01 00:00:00,1141862,0,0,8780,61,69653569,7933,帝奥世伦名郡
120.89758,31.97565,崇川区,-410,2017-11-01 00:00:00,2394497,0,0,17525,3,7183491,410,凤凰国际书城
120.89758,31.97565,崇川区,-974,2017-10-01 00:00:00,1821254,0,0,14953,8,14570030,974,凤凰国际书城
120.89758,31.97565,崇川区,-1857,2017-09-01 00:00:00,1815148,0,0,14658,15,27227220,1857,凤凰国际书城
120.89758,31.97565,崇川区,-3270,2017-08-01 00:00:00,1815446,0,0,14437,26,47201591,3270,凤凰国际书城
120.89758,31.97565,崇川区,-1701,2017-07-01 00:00:00,1880141,0,0,14370,13,24441830,1701,凤凰国际书城
120.89758,31.97565,崇川区,-4951,2017-06-01 00:00:00,1774448,0,0,14335,40,70977917,4951,凤凰国际书城
120.89758,31.97565,崇川区,-2646,2017-05-01 00:00:00,1790945,0,0,13535,20,35818906,2646,凤凰国际书城
120.89758,31.97565,崇川区,-1705,2017-04-01 00:00:00,1515306,0,0,13334,15,22729594,1705,凤凰国际书城
120.89758,31.97565,崇川区,-556,2017-03-01 00:00:00,1778773,0,0,12791,4,7115094,556,凤凰国际书城
120.89758,31.97565,崇川区,-704,2017-02-01 00:00:00,1747475,0,0,12407,5,8737376,704,凤凰国际书城
120.89758,31.97565,崇川区,-766,2017-01-01 00:00:00,1163114,0,0,12142,8,9304914,766,凤凰国际书城
120.89758,31.97565,崇川区,-439,2016-12-01 00:00:00,1182348,0,0,10767,4,4729394,439,凤凰国际书城
120.89758,31.97565,崇川区,-876,2016-11-01 00:00:00,1338707,0,0,10702,7,9370952,876,凤凰国际书城
120.89758,31.97565,崇川区,-1465,2016-10-01 00:00:00,1410903,0,0,10597,11,15519936,1465,凤凰国际书城
120.89758,31.97565,崇川区,-440,2016-09-01 00:00:00,1127166,0,0,10249,4,4508664,440,凤凰国际书城
120.89758,31.97565,崇川区,-594,2016-08-01 00:00:00,1059778,0,0,10699,6,6358668,594,凤凰国际书城
120.89758,31.97565,崇川区,-325,2016-07-01 00:00:00,1156566,0,0,10681,3,3469697,325,凤凰国际书城
120.89758,31.97565,崇川区,-503,2016-06-01 00:00:00,1346737,0,0,10718,4,5386948,503,凤凰国际书城
120.89758,31.97565,崇川区,-1176,2016-05-01 00:00:00,958314,0,0,9780,12,11499763,1176,凤凰国际书城
120.89758,31.97565,崇川区,-412,2016-04-01 00:00:00,832641,0,0,10113,5,4163203,412,凤凰国际书城
120.89758,31.97565,崇川区,-707,2016-03-01 00:00:00,682221,0,0,9655,10,6822209,707,凤凰国际书城
120.89758,31.97565,崇川区,-59,2016-01-01 00:00:00,578253,0,0,9781,1,578253,59,凤凰国际书城
120.89758,31.97565,崇川区,-440,2015-12-01 00:00:00,723076,0,0,9869,6,4338458,440,凤凰国际书城
120.89758,31.97565,崇川区,-237,2015-11-01 00:00:00,782002,0,0,9891,3,2346007,237,凤凰国际书城
120.89758,31.97565,崇川区,-469,2015-10-01 00:00:00,1204393,0,0,10276,4,4817570,469,凤凰国际书城
120.89758,31.97565,崇川区,-3235,2015-09-01 00:00:00,1060908,0,0,10168,31,32888135,3235,凤凰国际书城
120.89758,31.97565,崇川区,-263,2015-08-01 00:00:00,855260,0,0,9764,3,2565780,263,凤凰国际书城
120.89758,31.97565,崇川区,-500,2015-07-01 00:00:00,708726,0,0,9930,7,4961083,500,凤凰国际书城
120.89758,31.97565,崇川区,-118,2015-06-01 00:00:00,573221,0,0,9747,2,1146442,118,凤凰国际书城
120.89758,31.97565,崇川区,-616,2014-12-01 00:00:00,1226774,0,0,9962,5,6133868,616,凤凰国际书城
120.89758,31.97565,崇川区,-117,2014-11-01 00:00:00,553549,0,0,9454,2,1107099,117,凤凰国际书城
120.89758,31.97565,崇川区,-439,2014-10-01 00:00:00,1027078,0,0,9350,4,4108314,439,凤凰国际书城
120.89758,31.97565,崇川区,-118,2014-09-01 00:00:00,538950,0,0,9156,2,1077901,118,凤凰国际书城
120.89758,31.97565,崇川区,-59,2014-08-01 00:00:00,585180,0,0,9986,1,585180,59,凤凰国际书城
120.89758,31.97565,崇川区,-59,2014-07-01 00:00:00,526559,0,0,9001,1,526559,59,凤凰国际书城
120.89758,31.97565,崇川区,-59,2014-06-01 00:00:00,566280,0,0,9680,1,566280,59,凤凰国际书城
120.89758,31.97565,崇川区,-119,2014-04-01 00:00:00,1232882,0,0,10356,1,1232882,119,凤凰国际书城
120.89758,31.97565,崇川区,-176,2014-03-01 00:00:00,616420,0,0,10500,3,1849260,176,凤凰国际书城
120.89758,31.97565,崇川区,-118,2014-01-01 00:00:00,610116,0,0,10365,2,1220232,118,凤凰国际书城
120.89758,31.97565,崇川区,-1116,2013-12-01 00:00:00,1065378,0,0,10500,11,11719155,1116,凤凰国际书城
120.89758,31.97565,崇川区,-559,2013-11-01 00:00:00,838170,0,0,10500,7,5867190,559,凤凰国际书城
120.89758,31.97565,崇川区,-797,2013-10-01 00:00:00,837029,0,0,10500,10,8370285,797,凤凰国际书城
120.89758,31.97565,崇川区,36704,2013-07-01 00:00:00,0,336,36704,0,0,0,0,凤凰国际书城
120.82381,32.03216,港闸区,-273,2017-12-01 00:00:00,2698538,0,0,9892,1,2698538,273,高迪晶城
120.82381,32.03216,港闸区,-501,2017-06-01 00:00:00,1575226,0,0,9434,3,4725677,501,高迪晶城
120.82381,32.03216,港闸区,-138,2017-05-01 00:00:00,1214122,0,0,8777,1,1214122,138,高迪晶城
120.82381,32.03216,港闸区,-294,2017-04-01 00:00:00,1355537,0,0,9211,2,2711074,294,高迪晶城
120.82381,32.03216,港闸区,-159,2017-03-01 00:00:00,1398182,0,0,8782,1,1398182,159,高迪晶城
120.82381,32.03216,港闸区,-313,2017-02-01 00:00:00,1367176,0,0,8732,2,2734353,313,高迪晶城
120.82381,32.03216,港闸区,-501,2016-12-01 00:00:00,1336321,0,0,7999,3,4008964,501,高迪晶城
120.82381,32.03216,港闸区,-498,2016-10-01 00:00:00,1289744,0,0,7776,3,3869233,498,高迪晶城
120.82381,32.03216,港闸区,-514,2016-09-01 00:00:00,878309,0,0,6835,4,3513236,514,高迪晶城
120.82381,32.03216,港闸区,-312,2016-05-01 00:00:00,1058134,0,0,6789,2,2116267,312,高迪晶城
120.82381,32.03216,港闸区,-993,2016-04-01 00:00:00,1121602,0,0,6780,6,6729613,993,高迪晶城
120.82381,32.03216,港闸区,-465,2016-03-01 00:00:00,1049326,0,0,6775,3,3147977,465,高迪晶城
120.82381,32.03216,港闸区,-282,2015-09-01 00:00:00,2059937,0,0,7305,1,2059937,282,高迪晶城
120.82381,32.03216,港闸区,-320,2015-08-01 00:00:00,1161717,0,0,7251,2,2323433,320,高迪晶城
120.82381,32.03216,港闸区,-420,2015-06-01 00:00:00,1875312,0,0,8938,2,3750625,420,高迪晶城
120.82381,32.03216,港闸区,-157,2015-05-01 00:00:00,1052912,0,0,6721,1,1052912,157,高迪晶城
120.82381,32.03216,港闸区,-441,2014-10-01 00:00:00,1606993,0,0,7291,2,3213987,441,高迪晶城
120.82381,32.03216,港闸区,-93,2014-08-01 00:00:00,636117,0,0,6871,1,636117,93,高迪晶城
120.82381,32.03216,港闸区,-159,2014-06-01 00:00:00,1242952,0,0,7807,1,1242952,159,高迪晶城
120.82381,32.03216,港闸区,-441,2014-05-01 00:00:00,1152336,0,0,7842,3,3457007,441,高迪晶城
120.82381,32.03216,港闸区,-473,2014-04-01 00:00:00,1226101,0,0,7774,3,3678304,473,高迪晶城
120.82381,32.03216,港闸区,-422,2014-03-01 00:00:00,1119806,0,0,7957,3,3359418,422,高迪晶城
120.82381,32.03216,港闸区,-733,2014-02-01 00:00:00,1450924,0,0,7920,4,5803697,733,高迪晶城
120.82381,32.03216,港闸区,-609,2014-01-01 00:00:00,1200182,0,0,7886,4,4800729,609,高迪晶城
120.82381,32.03216,港闸区,-488,2013-12-01 00:00:00,1301573,0,0,8000,3,3904720,488,高迪晶城
120.82381,32.03216,港闸区,-640,2013-11-01 00:00:00,1280240,0,0,8000,4,5120960,640,高迪晶城
120.82381,32.03216,港闸区,-951,2013-10-01 00:00:00,1282177,0,0,8086,6,7693061,951,高迪晶城
120.82381,32.03216,港闸区,-916,2013-09-01 00:00:00,1174256,0,0,7688,6,7045537,916,高迪晶城
120.82381,32.03216,港闸区,-1239,2013-08-01 00:00:00,1276812,0,0,8247,8,10214493,1239,高迪晶城
120.82381,32.03216,港闸区,-432,2013-07-01 00:00:00,1196467,0,0,8315,3,3589401,432,高迪晶城
120.82381,32.03216,港闸区,-734,2013-06-01 00:00:00,1242503,0,0,8460,5,6212516,734,高迪晶城
120.82381,32.03216,港闸区,-444,2013-05-01 00:00:00,1252080,0,0,8460,3,3756240,444,高迪晶城
120.82381,32.03216,港闸区,-888,2013-04-01 00:00:00,1248391,0,0,8431,6,7490346,888,高迪晶城
120.82381,32.03216,港闸区,-1197,2013-03-01 00:00:00,1438785,0,0,8415,7,10071493,1197,高迪晶城
120.82381,32.03216,港闸区,-161,2013-02-01 00:00:00,1354142,0,0,8415,1,1354142,161,高迪晶城
120.82381,32.03216,港闸区,-2309,2013-01-01 00:00:00,1310055,0,0,8511,15,19650827,2309,高迪晶城
120.93306,32.01906,崇川区,-163,2018-01-01 00:00:00,2240717,0,0,13767,1,2240717,163,冠城大通棕榈湾
120.93306,32.01906,崇川区,-261,2017-12-01 00:00:00,1770587,0,0,13562,2,3541174,261,冠城大通棕榈湾
120.93306,32.01906,崇川区,-867,2017-11-01 00:00:00,1968070,0,0,13618,6,11808423,867,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1086,2017-10-01 00:00:00,1658897,0,0,13754,9,14930072,1086,冠城大通棕榈湾
120.93306,32.01906,崇川区,-11880,2017-09-01 00:00:00,1571670,0,0,13627,103,161881962,11880,冠城大通棕榈湾
120.93306,32.01906,崇川区,-850,2017-08-01 00:00:00,1854225,0,0,13088,6,11125348,850,冠城大通棕榈湾
120.93306,32.01906,崇川区,-904,2017-07-01 00:00:00,2004889,0,0,13313,6,12029334,904,冠城大通棕榈湾
120.93306,32.01906,崇川区,-13291,2017-06-01 00:00:00,1741114,0,0,12969,99,172370245,13291,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1887,2017-05-01 00:00:00,1707955,0,0,12670,14,23911368,1887,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1305,2017-04-01 00:00:00,1641001,0,0,12576,10,16410010,1305,冠城大通棕榈湾
120.93306,32.01906,崇川区,-8879,2017-03-01 00:00:00,1606154,0,0,12301,68,109218506,8879,冠城大通棕榈湾
120.93306,32.01906,崇川区,-477,2017-02-01 00:00:00,1375279,0,0,11531,4,5501117,477,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1789,2017-01-01 00:00:00,1070165,0,0,10767,18,19262964,1789,冠城大通棕榈湾
120.93306,32.01906,崇川区,-12055,2016-12-01 00:00:00,1133949,0,0,9971,106,120198562,12055,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1495,2016-11-01 00:00:00,975155,0,0,8478,13,12677011,1495,冠城大通棕榈湾
120.93306,32.01906,崇川区,-3128,2016-10-01 00:00:00,1017533,0,0,8457,26,26455867,3128,冠城大通棕榈湾
120.93306,32.01906,崇川区,-4011,2016-09-01 00:00:00,962850,0,0,8162,34,32736890,4011,冠城大通棕榈湾
120.93306,32.01906,崇川区,-5547,2016-08-01 00:00:00,1019170,0,0,8267,45,45862665,5547,冠城大通棕榈湾
120.93306,32.01906,崇川区,-4121,2016-07-01 00:00:00,1001155,0,0,8261,34,34039278,4121,冠城大通棕榈湾
120.93306,32.01906,崇川区,-6230,2016-06-01 00:00:00,924223,0,0,8160,55,50832252,6230,冠城大通棕榈湾
120.93306,32.01906,崇川区,-7286,2016-05-01 00:00:00,929626,0,0,8039,63,58566449,7286,冠城大通棕榈湾
120.93306,32.01906,崇川区,-8741,2016-04-01 00:00:00,936683,0,0,7930,74,69314575,8741,冠城大通棕榈湾
120.93306,32.01906,崇川区,-13354,2016-03-01 00:00:00,958774,0,0,7826,109,104506321,13354,冠城大通棕榈湾
120.93306,32.01906,崇川区,-2329,2016-02-01 00:00:00,966561,0,0,7887,19,18364667,2329,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1732,2016-01-01 00:00:00,890945,0,0,7717,15,13364177,1732,冠城大通棕榈湾
120.93306,32.01906,崇川区,-5082,2015-12-01 00:00:00,1019755,0,0,7625,38,38750702,5082,冠城大通棕榈湾
120.93306,32.01906,崇川区,-3933,2015-11-01 00:00:00,949738,0,0,7727,32,30391620,3933,冠城大通棕榈湾
120.93306,32.01906,崇川区,-4771,2015-10-01 00:00:00,987473,0,0,7657,37,36536490,4771,冠城大通棕榈湾
120.93306,32.01906,崇川区,-5392,2015-09-01 00:00:00,978362,0,0,7621,42,41091223,5392,冠城大通棕榈湾
120.93306,32.01906,崇川区,-5998,2015-08-01 00:00:00,989853,0,0,7921,48,47512942,5998,冠城大通棕榈湾
120.93306,32.01906,崇川区,-4758,2015-07-01 00:00:00,939990,0,0,7902,40,37599581,4758,冠城大通棕榈湾
120.93306,32.01906,崇川区,-2785,2015-06-01 00:00:00,885240,0,0,7628,24,21245761,2785,冠城大通棕榈湾
120.93306,32.01906,崇川区,-4984,2015-05-01 00:00:00,881557,0,0,7959,45,39670069,4984,冠城大通棕榈湾
120.93306,32.01906,崇川区,-4435,2015-04-01 00:00:00,965273,0,0,8271,38,36680366,4435,冠城大通棕榈湾
120.93306,32.01906,崇川区,-3218,2015-03-01 00:00:00,936420,0,0,8147,28,26219772,3218,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1120,2015-02-01 00:00:00,928139,0,0,8285,10,9281390,1120,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1385,2015-01-01 00:00:00,919043,0,0,7964,12,11028522,1385,冠城大通棕榈湾
120.93306,32.01906,崇川区,-2389,2014-12-01 00:00:00,1006725,0,0,8428,20,20134493,2389,冠城大通棕榈湾
120.93306,32.01906,崇川区,10654,2014-11-01 00:00:00,920612,108,12487,8037,16,14729788,1833,冠城大通棕榈湾
120.93306,32.01906,崇川区,-2086,2014-10-01 00:00:00,914658,0,0,7893,18,16463836,2086,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1784,2014-09-01 00:00:00,871816,0,0,7819,16,13949062,1784,冠城大通棕榈湾
120.93306,32.01906,崇川区,8442,2014-08-01 00:00:00,889003,105,12188,7831,33,29337108,3746,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1203,2014-07-01 00:00:00,1021911,0,0,8495,10,10219115,1203,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1934,2014-06-01 00:00:00,1051147,0,0,8694,16,16818356,1934,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1319,2014-05-01 00:00:00,1061999,0,0,8855,11,11681988,1319,冠城大通棕榈湾
120.93306,32.01906,崇川区,11275,2014-04-01 00:00:00,989311,107,12377,8978,10,9893111,1102,冠城大通棕榈湾
120.93306,32.01906,崇川区,-3659,2014-03-01 00:00:00,1032165,0,0,9028,32,33029266,3659,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1956,2014-02-01 00:00:00,979602,0,0,9017,18,17632834,1956,冠城大通棕榈湾
120.93306,32.01906,崇川区,-952,2014-01-01 00:00:00,1080576,0,0,9080,8,8644609,952,冠城大通棕榈湾
120.93306,32.01906,崇川区,-1276,2013-12-01 00:00:00,965467,0,0,9081,12,11585599,1276,冠城大通棕榈湾
120.93306,32.01906,崇川区,-2658,2013-11-01 00:00:00,986593,0,0,8908,24,23678234,2658,冠城大通棕榈湾
120.93306,32.01906,崇川区,-3121,2013-10-01 00:00:00,975382,0,0,8750,28,27310708,3121,冠城大通棕榈湾
120.93306,32.01906,崇川区,-2945,2013-09-01 00:00:00,976931,0,0,8626,26,25400197,2945,冠城大通棕榈湾
120.93306,32.01906,崇川区,-2100,2013-08-01 00:00:00,1031659,0,0,8843,18,18569865,2100,冠城大通棕榈湾
120.93306,32.01906,崇川区,35493,2013-07-01 00:00:00,974825,346,38350,8871,26,25345453,2857,冠城大通棕榈湾
120.93306,32.01906,崇川区,-4698,2013-06-01 00:00:00,1074667,0,0,9149,40,42986697,4698,冠城大通棕榈湾
120.93306,32.01906,崇川区,-4582,2013-05-01 00:00:00,1016073,0,0,8870,40,40642904,4582,冠城大通棕榈湾
120.93306,32.01906,崇川区,7576,2013-04-01 00:00:00,972552,108,13379,9050,54,52517784,5803,冠城大通棕榈湾
120.93306,32.01906,崇川区,-9252,2013-03-01 00:00:00,1059829,0,0,9050,79,83726528,9252,冠城大通棕榈湾
120.93306,32.01906,崇川区,-3816,2013-02-01 00:00:00,1015764,0,0,9050,34,34535977,3816,冠城大通棕榈湾
120.93306,32.01906,崇川区,-8043,2013-01-01 00:00:00,1039888,0,0,9050,70,72792137,8043,冠城大通棕榈湾
120.87603,32.04892,港闸区,-217,2018-01-01 00:00:00,1037477,0,0,9562,2,2074954,217,桂花小镇
120.87603,32.04892,港闸区,-642,2017-12-01 00:00:00,1239334,0,0,9654,5,6196670,642,桂花小镇
120.87603,32.04892,港闸区,-1107,2017-11-01 00:00:00,1191557,0,0,9690,9,10724014,1107,桂花小镇
120.87603,32.04892,港闸区,-523,2017-10-01 00:00:00,1262570,0,0,9653,4,5050280,523,桂花小镇
120.87603,32.04892,港闸区,-701,2017-09-01 00:00:00,958555,0,0,9573,7,6709887,701,桂花小镇
120.87603,32.04892,港闸区,-1241,2017-08-01 00:00:00,1001041,0,0,8873,11,11011448,1241,桂花小镇
120.87603,32.04892,港闸区,-568,2017-07-01 00:00:00,1100797,0,0,9697,5,5503986,568,桂花小镇
120.87603,32.04892,港闸区,-4193,2017-06-01 00:00:00,1054527,0,0,9809,39,41126561,4193,桂花小镇
120.87603,32.04892,港闸区,-1458,2017-05-01 00:00:00,968284,0,0,8633,13,12587691,1458,桂花小镇
120.87603,32.04892,港闸区,-131,2017-04-01 00:00:00,1204799,0,0,9211,1,1204799,131,桂花小镇
120.87603,32.04892,港闸区,-88,2015-11-01 00:00:00,564800,0,0,6435,1,564800,88,桂花小镇
120.87603,32.04892,港闸区,-224,2015-08-01 00:00:00,728042,0,0,6512,2,1456083,224,桂花小镇
120.87603,32.04892,港闸区,-375,2015-06-01 00:00:00,644331,0,0,6867,4,2577322,375,桂花小镇
120.87603,32.04892,港闸区,-1048,2015-05-01 00:00:00,714274,0,0,6816,10,7142742,1048,桂花小镇
120.87603,32.04892,港闸区,-1919,2015-04-01 00:00:00,771747,0,0,6837,17,13119696,1919,桂花小镇
120.87603,32.04892,港闸区,-1964,2015-03-01 00:00:00,710502,0,0,6511,18,12789032,1964,桂花小镇
120.87603,32.04892,港闸区,-2493,2015-02-01 00:00:00,648246,0,0,5720,22,14261413,2493,桂花小镇
120.87603,32.04892,港闸区,14784,2015-01-01 00:00:00,0,136,14784,0,0,0,0,桂花小镇
120.87603,32.04892,港闸区,-2767,2014-12-01 00:00:00,769585,0,0,6119,22,16930870,2767,桂花小镇
120.87603,32.04892,港闸区,-3436,2014-10-01 00:00:00,691250,0,0,6236,31,21428757,3436,桂花小镇
120.87603,32.04892,港闸区,-2805,2014-09-01 00:00:00,602990,0,0,5805,27,16280732,2805,桂花小镇
120.87603,32.04892,港闸区,-490,2014-08-01 00:00:00,912336,0,0,7454,4,3649344,490,桂花小镇
120.87603,32.04892,港闸区,-3364,2014-06-01 00:00:00,832212,0,0,7421,30,24966351,3364,桂花小镇
120.87603,32.04892,港闸区,-307,2014-05-01 00:00:00,815185,0,0,7969,3,2445555,307,桂花小镇
120.87603,32.04892,港闸区,-278,2014-04-01 00:00:00,728204,0,0,7869,3,2184612,278,桂花小镇
120.87603,32.04892,港闸区,-566,2014-03-01 00:00:00,757578,0,0,8036,6,4545468,566,桂花小镇
120.87603,32.04892,港闸区,-186,2014-01-01 00:00:00,748497,0,0,8067,2,1496993,186,桂花小镇
120.87603,32.04892,港闸区,-315,2013-12-01 00:00:00,849204,0,0,8077,3,2547613,315,桂花小镇
120.87603,32.04892,港闸区,-2176,2013-11-01 00:00:00,833610,0,0,8043,21,17505812,2176,桂花小镇
120.87603,32.04892,港闸区,-562,2013-10-01 00:00:00,751105,0,0,8025,6,4506629,562,桂花小镇
120.87603,32.04892,港闸区,-1223,2013-09-01 00:00:00,900472,0,0,8101,11,9905194,1223,桂花小镇
120.87603,32.04892,港闸区,-2539,2013-08-01 00:00:00,830996,0,0,8184,25,20774888,2539,桂花小镇
120.87603,32.04892,港闸区,-1240,2013-07-01 00:00:00,863851,0,0,8357,12,10366216,1240,桂花小镇
120.87603,32.04892,港闸区,-640,2013-06-01 00:00:00,916498,0,0,8587,6,5498988,640,桂花小镇
120.87603,32.04892,港闸区,18906,2013-05-01 00:00:00,868084,231,23858,8415,48,41668051,4952,桂花小镇
120.87603,32.04892,港闸区,-2783,2013-04-01 00:00:00,1064574,0,0,8415,22,23420628,2783,桂花小镇
120.87603,32.04892,港闸区,-3300,2013-03-01 00:00:00,991768,0,0,8415,28,27769500,3300,桂花小镇
120.87603,32.04892,港闸区,-1842,2013-02-01 00:00:00,968882,0,0,8415,16,15502113,1842,桂花小镇
120.87603,32.04892,港闸区,-3410,2013-01-01 00:00:00,989430,0,0,8415,29,28693467,3410,桂花小镇
